City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
485,flin flon,54.7682,-101.865,17.53,88,100,8.23,CA,1702267155
486,fougamou,-1.2154,10.5838,74.1,99,100,1.99,GA,1702267156
487,saryozek,44.3583,77.9753,22.95,91,100,2.57,KZ,1702267156
488,mongo,12.1844,18.693,65.8,23,24,6.15,TD,1702267157
489,toscolano maderno,45.6345,10.6084,45.84,72,99,2.17,IT,1702267158
490,nueva gerona,21.8833,-82.8,76.51,84,92,5.88,CU,1702267159
491,byron bay,-28.65,153.6167,83.71,55,45,9.19,AU,1702266985
492,sittwe,20.15,92.9,73.53,72,0,3.27,MM,1702267161
493,severnoye,56.3491,78.3619,-13.02,98,90,5.99,RU,1702267161
494,zouerate,22.7187,-12.4521,62.17,20,0,12.41,MR,1702267162
495,curumani,9.1999,-73.5427,79.75,76,100,4.27,CO,1702267163
496,puerto maldonado,-12.6,-69.1833,73.0,97,96,1.1,PE,1702267164
497,ashland,40.8167,-82.2665,35.11,96,98,11.05,US,1702267165
498,gamba,-2.65,10.0,78.48,83,100,4.12,GA,1702267165
499,campbell river,50.0163,-125.2446,42.33,100,100,4.61,CA,1702267166
500,santo tome,-31.6627,-60.7653,71.98,83,0,6.51,AR,1702267167
501,vicosa,-20.7539,-42.8819,64.49,98,99,1.16,BR,1702267168
502,gwaram,11.2764,9.8858,58.14,37,30,5.77,NG,1702267169
503,nadym,65.5333,72.5167,-23.46,92,93,9.82,RU,1702267170
504,myeik,12.4333,98.6,84.88,66,15,0.43,MM,1702267171
505,bechar,31.6167,-2.2167,46.72,42,11,2.3,DZ,1702267172
506,carupano,10.6678,-63.2585,76.28,92,3,6.08,VE,1702267173
507,acajutla,13.5928,-89.8275,80.92,68,6,5.12,SV,1702267173
508,mosjoen,65.836,13.1908,18.12,93,75,0.0,NO,1702267174
509,st. john's,47.5649,-52.7093,33.67,95,75,9.22,CA,1702267093
510,kayangel,8.0823,134.7173,83.84,78,31,15.41,PW,1702267176
511,dalby,-27.1833,151.2667,91.72,22,0,18.68,AU,1702267031
512,straelen,51.45,6.2667,52.45,87,100,17.27,DE,1702267178
513,masuguru,-11.3667,38.4167,76.15,89,48,2.77,TZ,1702267178
514,malango,-2.9627,119.9001,84.6,58,100,1.95,ID,1702267179
515,rio rancho,35.2334,-106.6645,39.33,34,16,5.01,US,1702267180
516,geraldton,-28.7667,114.6,93.61,10,0,16.11,AU,1702267081
517,podporozh'ye,60.9112,34.1706,12.22,94,100,6.49,RU,1702267182
518,hirara,24.8,125.2833,80.46,78,75,9.22,JP,1702267182
519,yunak,38.8142,31.7322,41.13,82,100,3.58,TR,1702267183
520,revda,56.801,59.9303,-32.93,100,66,1.92,RU,1702267184
521,piti village,13.4626,144.6933,88.68,69,20,17.27,GU,1702267185
522,vila franca do campo,37.7167,-25.4333,64.89,99,100,12.62,PT,1702267186
523,salahonda,2.1019,-78.7217,79.75,84,100,9.46,CO,1702267187
524,ilha de mocambique,-15.0342,40.7358,83.37,81,35,14.18,MZ,1702267187
525,karukh,34.4811,62.5863,47.64,34,4,2.28,AF,1702267188
526,lamu,-2.2717,40.902,75.42,83,13,8.3,KE,1702267189
527,konstantinovka,49.6167,127.9833,0.59,71,0,7.63,RU,1702267190
528,dubbo,-32.25,148.6167,96.93,21,32,6.91,AU,1702267191
529,severo-yeniseyskiy,60.3725,93.0408,-37.43,100,99,1.01,RU,1702267191
530,bandrele,-12.9067,45.1914,83.95,79,40,13.8,YT,1702267192
531,kirzhach,56.15,38.8667,15.75,94,100,9.42,RU,1702267193
532,zeya,53.75,127.2667,-9.51,65,2,5.84,RU,1702267194
533,fria,10.4167,-13.5833,71.22,73,100,1.36,GN,1702267195
534,mo i rana,66.3128,14.1428,25.27,58,100,3.44,NO,1702267195
535,sao gabriel da cachoeira,-0.1303,-67.0892,73.89,96,99,0.47,BR,1702267196
536,durres,41.3231,19.4414,33.98,71,2,7.09,AL,1702267197
537,bikenibeu village,1.3673,173.1241,82.36,83,75,4.61,KI,1702267198
538,oranjemund,-28.55,16.4333,59.76,95,6,8.86,NA,1702267198
539,pemangkat,1.1667,108.9667,84.24,71,99,2.53,ID,1702267199
540,arbroath,56.5632,-2.5874,40.1,86,100,12.03,GB,1702267200
541,argostolion,38.1811,20.489,53.74,61,58,5.82,GR,1702267202
542,beckenham,-32.0216,115.9648,87.13,25,0,12.66,AU,1702267204
543,zhigalovo,54.8097,105.1578,-20.49,89,29,0.98,RU,1702267212
544,halifax,44.6453,-63.5724,49.44,96,100,1.99,CA,1702267207
545,shizunai-furukawacho,42.3339,142.3669,33.01,54,89,16.49,JP,1702266981
546,sake,-1.5736,29.045,62.35,97,99,0.72,CD,1702267216
547,dabakala,8.3667,-4.4333,73.0,22,87,2.13,CI,1702267217
548,mountain home,43.133,-115.6912,36.43,86,100,0.87,US,1702267218
549,kargasok,59.0556,80.8572,-26.03,100,11,5.99,RU,1702267219
550,shimokizukuri,40.8061,140.3861,39.52,64,100,18.86,JP,1702267220
551,ebon,4.582,168.6964,82.98,79,26,11.36,MH,1702267221
552,necochea,-38.5473,-58.7368,62.08,80,1,10.22,AR,1702267224
553,saint-joseph,-21.3667,55.6167,81.46,83,66,3.33,RE,1702267225
554,kokkola,63.8385,23.1307,15.96,91,100,4.61,FI,1702267226
555,soto la marina,23.7667,-98.2167,54.54,34,50,1.14,MX,1702267227
556,kirakira,-10.4544,161.9205,82.58,73,97,3.04,SB,1702267228
557,barbastro,42.0356,0.1269,50.54,88,100,3.85,ES,1702267229
558,mundri,-6.9558,111.71,87.48,62,67,6.02,ID,1702267230
559,tokar,18.4254,37.729,78.39,79,48,7.16,SD,1702267231
560,visby,57.6409,18.296,34.02,93,100,11.5,SE,1702267233
561,la maddalena,41.2142,9.4083,57.36,82,98,23.96,IT,1702267234
562,mount gambier,-37.8333,140.7667,69.31,71,100,11.43,AU,1702267235
563,zhezqazghan,47.7833,67.7667,-12.42,77,20,11.18,KZ,1702267236
564,hailey,43.5196,-114.3153,29.8,82,100,0.0,US,1702267109
565,belle chasse,29.8549,-89.9906,53.01,54,0,7.0,US,1702267238
566,alofi,-19.0595,-169.9187,73.29,94,100,8.05,NU,1702267240
567,turbat,26.0023,63.044,71.4,18,5,4.41,PK,1702267242
568,luanda,-8.8368,13.2343,77.0,85,100,2.3,AO,1702267244
569,karachi,24.9056,67.0822,64.22,88,5,0.0,PK,1702267211
570,znamenskoye,57.1281,73.8282,-19.77,93,17,6.55,RU,1702267246
571,morondava,-20.2833,44.2833,83.64,64,45,1.03,MG,1702267247
572,elliot lake,46.3834,-82.6331,23.04,86,99,6.51,CA,1702267248
